year,kode urusan,urusan,skpd/ukpd,prorgram,kegiatan,dpa
2013,1.17,KEBUDAYAAN,Museum Bahari,8. Program peningkatan sarana prasarana Kebudayaan,Perbaikan Drainasse Museum Bahari,"150,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKUT,Program peningkatan sarana dan prasarana Pendidikan,Rehab Berat  SDN. Marunda 01,"1,500,000,000"
2013,1.05,PENATAAN RUANG,DINAS TATA RUANG DAN PERTANAHAN,"Program Sinkronisasi Kebijakan Pembiayaan, Kelembagaan dan Regulasi Penataan Ruang",Updating Peta Lembar Rencana Kota,"300,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 4,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Penyediaan Pakaian Tenaga Pelayanan Sosial,"12,150,000"
2013,1.07,PERHUBUNGAN,UPT  Sistem Pengendalian Lalulintas,Program peningkatan kinerja jaringan lampu lalu lintas,Pemeliharaan Operasional Lampu Lalu Lintas pada Traffic Controller Sistem III,"580,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P","Sudin Peternakan, Perikanan dan Kelautan - JAKUT",Program pencegahan dan penanggulangan penyakit ternak,Pendampingan Relokasi TPU/ TPnU,"50,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKUT",Program peningkatan sarana dan prasarana Komunikasi dan Informatika,Pengembangan Aplikasi Touch Screen 12 Jalur Destinasi Wisata Pesisir,"50,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Pusat,Program peningkatan sarana prasarana ketenagakerjaan,Pemeliharaan Peralatan Kantor,"41,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKPUS,Program pendidikan luar biasa,Pembinaan dan evaluasi penyelenggaraan SLB dan sekolah inklusi,"100,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKBAR,Program peningkatan peran serta masyarakat dalam pengelolaan Lingkungan Hidup,Pemberdayaan Pelajar dalam bidang Pertamanan dalam Waktu Liburan Sekolah,"56,250,000"
2013,1.17,KEBUDAYAAN,Museum Tekstil,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Pengadaan Alat Listrik Pakai Habis,"90,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKBAR,Program pencegahan dan penanggulangan konflik,Peningkatan Pemahaman Sistem Deteksi Dini bagi Pengurus RT/RW,"200,000,000"
2013,1.14,KETENAGAKERJAAN,"Pusat Higiene Perusahaan, Kesehatan dan Keselamatan Kerja",Program peningkatan kualitas dan produktivitas tenaga kerja,PELATIHAN HIPERKES DAN KESELAMATAN KERJA BAGI PENGURUS DAN ANGGOTA P2K3,"130,000,000"
2013,1.17,KEBUDAYAAN,Sudin Kebudayaan - JAKBAR,4. Program pengelolaan kekayaan budaya,Toponimi (Asal-Usul) Daerah Di Wilayah Jakarta Barat,"75,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,UPT Kelistrikan - Kep. Seribu,Program peningkatan energi,Pengadaan Alat Pemadam Kebakaran,"150,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BADAN PENDIDIKAN Dan PELATIHAN,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Pembinaan Kepegawaian Badan Diklat,"155,370,200"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKPUS,Program pengembangan wawasan kebangsaan,"Outbond untuk Tokoh Pemuda dalam rangka ""Membentuk Jiwa Kepemimpinan yang Nasionalis""","300,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - JAKUT,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,Penggandaan dan Penjilidan Laporan-laporan Kegiatan Sudin Kependudukan dan Pencatatan Sipil,"30,260,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKUT,Program Pemberdayaan Perempuan dalam ekonomi keluarga dan masyarakat,PEMBINAAN  PROGRAM TERPADU PENINGKATAN PERANAN WANITA MENUJU KELUARGA SEHAT DAN SEJAHTERA (P2WKSS),"75,000,000"
2013,1.26,PERPUSTAKAAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi perpustakaan",Penyusunan Pengembangan Masterplan urusan Perpustakaan ,"500,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKTIM,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan Printer,"10,000,000"
2013,1.05,PENATAAN RUANG,DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN,Penataan dan pengawasan bangunan,Tindakan Penertiban pada Tahap Pemanfaatan,"200,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Kelautan dan Perikanan - KEP. SERIBU,Program pencegahan dan penanggulangan penyakit ternak,"Sosialisasi dan Pemeriksaan Hewan Qurban, Pengendalian Penyakit Zoonosis dan populasi HPR (Hewan Penular Rabies)

","200,000,000"
2013,1.08,LINGKUNGAN HIDUP,BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Program rehabilitasi dan pemulihan Lingkungan Hidup dan Sumber Daya Alam,Penertiban Pemanfaatan Air Bawah Tanah,"500,000,000"
2013,1.16,PENANAMAN MODAL,UPK Pusat Pengembangan Usaha Mikro Kecil dan Menengah serta Permukiman Pulogadung,Program peningkatan sarana prasarana penanaman modal,Renovasi Hunian Kerja di Kawasan PPUMKMP Pulo Gadung,"500,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB","Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pemberdayaan Masyarakat.",Integrasi Perencanaan Partispatif PNPM Mandiri Perkotaan dengan PPMK Bina Fisik Lingkungan & Bina Sosial,"150,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,UPT Kelistrikan - Kep. Seribu,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,Pengadaan komponen lepas HPS 70 W untuk pemeliharaan/perawatan  pencahayaan kota di Kab.Adm. Kepulauan Seribu,"400,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Kebersihan - JAKPUS,"Program Penerapan sistem 3R (reduce, reuse, recycle) di tingkat RW (Dedicated)",Penyediaan Tong Sampah Pilah,"140,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Barat,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan Alat Tulis Kantor,"30,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKUT,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perumahan Rakyat,"Pembinaan Rumah Kos, Rumah Sewa & Pembinaan Perhimpunan Pengurus Rusun","103,750,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Balai Kesehatan Hewan dan Ikan,"Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan","Penyedia Jasa Telekomunikasi, Internet dan Listrik","400,000,000"
2013,1.05,PENATAAN RUANG,DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN,Program Pemberdayaan Komunitas Penataan Ruang,Pendampingan Pengawasan dan Penertiban Bangunan oleh Mahasiswa,"1,936,640,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BADAN PENDIDIKAN Dan PELATIHAN,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Renstra Badan Diklat,"50,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKSEL,Program pembinaan peran serta masyarakat dalam pelayanan KB/KR yang mandiri,Pembinaan/ Pemilihan PPKB-RW dan Pengelola KB Teladan Tk. Kota dan Kecamatan,"105,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 4,Program pelayanan dan rehabilitasi sosial,Perawatan Kebersihan WBS,"94,250,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Laboratorium Kesehatan Masyarakat Veteriner,"Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan","Uji Profisiensi, Uji Banding, Kaji Ulang dan Penyempurnaan Sistem Mutu Laboratorium Kesmavet","50,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Selatan,Program peningkatan kesempatan kerja,Pembekalan Alumni BLKD Jakarta Selatan,"108,835,000"
2013,1.02,KESEHATAN,Sudin Kesehatan - JAKPUS,Program peningkatan mutu pelayanan kesehatan,"Pembinaan Pra dan Pasca Akreditasi Rumah Sakit (< 50 TT )

","75,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Khusus Pengembangan Las,Program peningkatan kesempatan kerja,Pemasaran Program Pelatihan,"50,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Peternakan dan Perikanan - JAKBAR,Program pemberdayaan masyarakat dalam ketahanan pangan,"Apresiasi Olahan Hasil Ternak dan Ikan

","150,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKUT,Program pengelolaan perencanaan pembangunan daerah,Sosialisasi Perencanaan Kota Administrasi Jakarta Utara,"200,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKBAR,Program pembangunan fasilitas perhubungan,Pembangunan Cermin lalu lintas di Wilayah Kecamatan Grogol Petamburan,"50,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Pusat,Program peningkatan mutu pendidikan,Diklat Kompetensi Siswa SMK Program Keahlian Teknik Mesin Angkatan 1,"34,840,000"
2013,1.07,PERHUBUNGAN,UPT Terminal Terpadu Pulo Gebang,c. Program pembangunan Terminal Bus Pulogebang,TAL Terminal Bus Pulo Gebang,"2,000,000,000"
2013,1.02,KESEHATAN,BLUD RS Duren Sawit,Program peningkatan sarana dan prasarana Kesehatan,Pengadaan sarana dan prasarana,"1,611,158,142"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKPUS",Program peningkatan sarana dan prasarana Komunikasi dan Informatika,Pengadaaan Access Point Antar Lantai Gedung Kantor Pemerintah Kota Administrasi Jakarta Pusat termasuk Instalasi dan Konfigurasi,"150,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKTIM",Program penerapan kaidah good governance dalam penyelenggaraan urusan Komunikasi Dan Informatika,"Penyusunan Laporan, Penggandaan dan Penjilidan","30,000,000"
2013,2.04,PARIWISATA,UPT Graha Wisata,10. Program peningkatan sarana dan prasarana Pariwisata,Pengadaan Keamanan Kantor UP Graha Wisata,"300,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKPUS,Program peningkatan kualitas ruang terbuka hijau,Penggantian Wadah Tanaman Hias,"100,000,000"
2013,1.13,SOSIAL,DINAS SOSIAL,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Perawatan Mekanikal Elektrikal kantor Dinas,"700,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"DINAS KOMUNIKASI, INFORMATIKA DAN KEHUMASAN",Program peningkatan citra positif pemerintah,Manajemen Komunikasi Kehumasan,"1,000,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKUT,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,"Pemeliharaan/Perawatan Pencahayaan Kota Periode Januari s/d Juni 2013 Kecamatan Tanjung Priok Zona II Jakarta Utara 

","330,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKUT,Program pembangunan dan pemeliharaan taman kota,"Pembangunan Taman Interaktif RW. 018 Kel. Sunter Agung

","150,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jaktim,6. Program pengembangan kerjasama pengelolaan kekayaan budaya,Pergelaran Kesenian Hasil Pelatihan Di Ruang Publik,"400,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 3,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Honorarium Tenaga Pelayanan Sosial,"288,827,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKTIM,Program Pemberdayaan Perempuan dalam ekonomi keluarga dan masyarakat,Bina Kreatifitas Perempuan,"300,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - JAKBAR,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,penyediaan sarana prasarana penunjang pelayanan ketatakotaan,"270,000,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Peningkatan Kualitas Sumber Daya Manusia Di bidang Pengawasan dan Penertiban Bangunan,"100,000,000"
2013,1.17,KEBUDAYAAN,Museum Sejarah,8. Program peningkatan sarana prasarana Kebudayaan,Penataan Tata Pamer Koleksi Prasasti Museum Taman Prasasti,"3,000,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Tata Air - JAKPUS,Pengerukan dan Pemeliharaan Sungai, Pengerukan dan perbaikan Sal Phb wilayah Jakarta Pusat (Swakelola),"15,000,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Menengah   - JAKUT,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pendidikan","Bimbingan teknis peran Musyawarah Kerja Kepala Sekolah (MKKS), K3SK dan Sanggar Tingkat Kota","125,000,000"
2013,1.01,PENDIDIKAN,Planetarium dan Observatorium,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Senam Kesegaran Jasmani Jum'at Pagi,"12,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perumahan Rakyat,Penyediaan Alat Tulis Kantor,"100,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKTIM,Program Peningkatan Kualitas dan Perbaikan Kampung (Dedicated),"Perbaikan Jalan & Saluran di Kel. Penggilingan (RW. 01, 014, 017)","466,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"DINAS KOMUNIKASI, INFORMATIKA DAN KEHUMASAN","Program pengembangan komunikasi, informasi dan media masa","Pengelolaan, Pengembangan Website Resmi Pemerintah Provinsi DKI Jakarta dan Penataan Ruang Operasional ","1,500,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perencanaan Pembangunan,Penyediaan Penunjang Operasional Kantor Kanppeko Jakarta Pusat,"142,050,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Selatan,Program peningkatan kualitas dan produktivitas tenaga kerja,Pelatihan Tata Boga,"275,240,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Cendrawasih,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Pengadaan Tabung Pemadam Kebakaran,"25,000,000"
2013,1.02,KESEHATAN,BLUD RS Tarakan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,"Belanja Jasa Telepon, Air, Listrik dan Internet","4,942,080,000"
2013,1.03,PEKERJAAN UMUM,Sudin Perindustrian Dan Energi - JAKPUS,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,Jasa Internet,"12,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKTIM,Program peningkatan sarana dan prasarana perpustakaan,Pengadaan peralatan kantor,"100,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKTIM,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,Pemeliharaan/Perawatan Penerangan Jalan Umum dan Sarana umum Bulan Januari s/d Juni 2013 Kec. Pulo Gadung Zona 2,"209,919,600"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,Pengendalian dan Penertiban Terminal Bayangan Wilayah Jakarta Selatan,"100,000,000"
2013,1.07,PERHUBUNGAN,UPT Pusat Pengujian Kendaraan Bermotor,Program peningkatan pelayanan pengujian kendaraan bermotor dan sertifikasi perangkat telekomunikasi,Pengadaan AC Pusat PKB,"25,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,Penyediaan  Kebutuhan Rumah Tangga,"20,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",Planetarium dan Observatorium,Program pelaksanaan SPM lain urusan Otonomi Daerah dan Pemerintahan Umum,Partisipasi Planetarium dalam Pameran,"39,246,000"
2013,1.02,KESEHATAN,BLUD Ambulan Gawat Darurat (AGD),Program peningkatan mutu pelayanan kesehatan,Bimbingan Teknis Pelayanan Prima (Service Excellent),"70,240,000"
2013,1.07,PERHUBUNGAN,DINAS PERHUBUNGAN,Program pembinaan teknis operator perhubungan,Sosialisasi dan Penyuluhan Undang-Undang Lalu Lintas dan Angkutan Jalan,"100,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,BLUD UPT Stadion Lebak Bulus,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Belanja Operasional Layanan Umum BLUD UPT Stadion Lebak Bulus,"3,700,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR,Program kebijakan tentang keserasian peningkatan kualitas anak dan perempuan,Sosialisasi P4GN dan HIV/AIDS bagi Perempuan,"250,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO TATA PEMERINTAHAN,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Workshop Pemahaman masyarakat tentang tata kelola pemerintahan,"250,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Peternakan dan Perikanan - JAKSEL,Program pencegahan dan penanggulangan penyakit ternak,Promosi Produk Peternakan bagi Balita dan Anak Sekolah,"50,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKSEL,10. Program peningkatan sarana dan prasarana Pariwisata,Penyediaan Alat Tulis Kantor,"55,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan - JAKPUS,peningkatan sarana dan prasarana Penataan Ruang,Sewa mesin foto copy,"15,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKBAR,Program pemberdayaan komunitas perpustakaan dalam pengelolaan perpustakaan,Layanan Paket Perpustakaan,"60,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKBAR",Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,"Peningkatan Sarana Kerja Suku Dinas Koperasi, UMKM dan Perdagangan Kota Administrasi Jakarta Barat","112,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Selatan,Program Pembinaan dan Pemasyarakatan Olahraga,Pembinaan Olahraga Gelanggang Remaja,"175,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Pusat,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan Alat Tulis Kantor,"48,000,000"
2013,1.08,LINGKUNGAN HIDUP,Pusat Perkayuan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,Pengadaan Peralatan Rumah Tangga dan Perlengkapan Kantor Pusat Perkayuan,"100,000,000"
2013,1.09,PERTANAHAN,DINAS TATA RUANG DAN PERTANAHAN,Program pelaksanaan SPM lain urusan Pertanahan,Pengkajian dan Penyajian Materi Rapim TPUT,"187,500,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 2,Program pelayanan dan rehabilitasi sosial,Penyediaan Makanan dan Minuman WBS Semester I,"446,617,500"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BADAN PENDIDIKAN Dan PELATIHAN,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Penyusunan Program dan Anggaran,"30,000,000"
2013,1.05,PENATAAN RUANG,Sudin Perizinan Bangunan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Penyediaan cetakan dan penggandaan,"65,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ciracas Jakarta Timur,Program Pembinaan dan Pemasyarakatan Olahraga,Pertandingan Pencak Silat Antar Pemakai Gelanggang Olahraga Ciracas Jakarta Timur,"125,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,BADAN PERENCANAAN PEMBANGUNAN DAERAH,Program perencanaan pembangunan kesejahteraan rakyat,Koordinasi Penyusunan Perencanaan dan Penganggaran Responsif Gender,"150,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKTIM,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan Lory,"4,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKUT,Program peningkatan kualitas ruang terbuka hijau,Pemeliharaan Kerombong Tanaman,"150,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Bahtera Jaya,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,"Pelaksanaan Pekerjaan Tambahan diluar Jam Kerja Unit Pengelola Gelanggang Olahraga Bahtera Jaya

","10,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKPUS,Program peningkatan sarana dan prasarana Perumahan Rakyat,"Pemeliharaan Perangkat AC Split

","8,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKUT,Program pelayanan kontrasepsi,Pengadaan Obat Side Efek,"85,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Jalan - JAKPUS,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,Perencanaan x-1 Pembangunan/Peningkatan Trotoar,"300,000,000"
2013,1.02,KESEHATAN,BLUD RS Tarakan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,Pemeliharaan Aset Manajemen Rumah Sakit,"2,500,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Menengah  - JAKPUS,Program pendidikan anak usia dini,Bimbingan Teknis Penyelenggaraan Pendidikan Anak Usia Dini,"75,000,000"
